spp,wl,Transm
A.pras,777.874,0.96483
A.pras,778.147,0.96386
A.pras,778.42,0.96389
A.pras,778.694,0.96448
A.pras,778.967,0.96242
A.pras,779.241,0.96311
A.pras,779.514,0.9632
A.pras,779.788,0.96247
A.pras,780.061,0.96025
A.pras,780.334,0.9622
A.pras,780.608,0.96148
A.pras,780.881,0.96145
A.pras,781.154,0.96223
A.pras,781.428,0.95929
A.pras,781.701,0.95788
A.pras,781.975,0.95871
A.pras,782.248,0.95785
A.pras,782.521,0.95672
A.pras,782.795,0.95782
A.pras,783.068,0.95636
A.pras,783.341,0.95665
A.pras,783.615,0.9559
A.pras,783.888,0.9552
A.pras,784.162,0.95482
A.pras,784.435,0.9528
A.pras,784.708,0.95399
A.pras,784.982,0.95395
A.pras,785.255,0.95195
A.pras,785.528,0.95136
A.pras,785.802,0.95188
A.pras,786.075,0.95179
A.pras,786.348,0.94956
A.pras,786.622,0.95108
A.pras,786.895,0.94957
A.pras,787.168,0.95026
A.pras,787.442,0.94859
A.pras,787.715,0.94909
A.pras,787.988,0.94978
A.pras,788.262,0.94728
A.pras,788.535,0.94659
A.pras,788.808,0.94645
A.pras,789.081,0.94679
A.pras,789.355,0.94506
A.pras,789.628,0.94302
A.pras,789.901,0.9441
A.pras,790.175,0.94065
X.euca,509.05,0.67247
X.euca,509.327,0.64825
X.euca,509.603,0.65187
X.euca,509.879,0.6534
X.euca,510.156,0.65395
X.euca,510.432,0.65422
X.euca,510.708,0.65493
X.euca,510.984,0.65638
X.euca,511.261,0.65749
X.euca,511.537,0.65899
X.euca,511.813,0.66038
X.euca,512.09,0.66089
X.euca,512.366,0.6616
X.euca,512.642,0.66184
X.euca,512.918,0.66238
X.euca,513.195,0.66391
X.euca,513.471,0.66576
X.euca,513.747,0.66554
X.euca,514.024,0.66789
X.euca,514.3,0.66912
X.euca,514.576,0.66878
X.euca,514.852,0.67014
X.euca,515.129,0.67081
X.euca,515.405,0.67264
X.euca,515.681,0.67404
X.euca,515.957,0.67398
X.euca,516.234,0.6762
X.euca,516.51,0.67582
X.euca,516.786,0.67754
X.euca,517.062,0.67918
X.euca,517.339,0.67971
X.euca,517.615,0.68098
X.euca,517.891,0.68176
X.euca,518.167,0.68339
X.euca,518.443,0.68362
X.euca,518.72,0.68498
X.euca,518.996,0.68613
X.euca,519.272,0.68724
X.euca,519.548,0.68958
X.euca,519.824,0.68929
X.euca,520.101,0.69047
X.euca,520.377,0.69172
X.euca,520.653,0.69272
X.euca,520.929,0.69269
X.euca,521.205,0.69544
X.euca,521.482,0.69691
X.euca,521.758,0.69679
X.euca,522.034,0.69768
X.euca,522.31,0.69973
X.euca,522.586,0.70086
X.euca,522.863,0.70178
X.euca,523.139,0.70282
X.euca,523.415,0.70454
X.euca,523.691,0.70461
X.euca,523.967,0.70635
X.euca,524.243,0.70685
X.euca,524.52,0.70809
X.euca,524.796,0.70927
X.euca,525.072,0.71014
X.euca,525.348,0.71178
X.euca,525.624,0.71331
X.euca,525.9,0.71369
X.euca,526.176,0.7153
X.euca,526.453,0.71685
X.euca,526.729,0.7178
X.euca,527.005,0.71826
X.euca,527.281,0.71855
X.euca,527.557,0.72018
X.euca,527.833,0.72148
X.euca,528.109,0.72243
X.euca,528.385,0.72389
X.euca,528.661,0.72401
X.euca,528.938,0.72537
X.euca,529.214,0.72624
X.euca,529.49,0.72737
X.euca,529.766,0.72868
X.euca,530.042,0.73041
X.euca,530.318,0.73058
X.euca,530.594,0.73152
X.euca,530.87,0.73371
X.euca,531.146,0.73359
X.euca,531.422,0.73506
X.euca,531.699,0.73658
X.euca,531.975,0.73741
X.euca,532.251,0.7377
X.euca,532.527,0.73887
X.euca,532.803,0.74042
X.euca,533.079,0.74156
X.euca,533.355,0.74234
X.euca,533.631,0.74385
X.euca,533.907,0.74395
X.euca,534.183,0.74545
X.euca,534.459,0.74489
X.euca,534.735,0.74795
X.euca,535.011,0.74896
X.euca,535.287,0.74841
X.euca,535.563,0.75034
X.euca,535.839,0.75149
X.euca,536.115,0.75226
X.euca,536.391,0.7533
X.euca,536.667,0.75426
X.euca,536.943,0.75459
X.euca,537.219,0.75554
X.euca,537.495,0.75669
X.euca,537.771,0.75905
X.euca,538.047,0.759
X.euca,538.323,0.75972
X.euca,538.599,0.76116
X.euca,538.875,0.76138
X.euca,539.151,0.76251
X.euca,539.427,0.76345
X.euca,539.703,0.76348
X.euca,539.979,0.76501
X.euca,540.255,0.76595
X.euca,540.531,0.76636
X.euca,540.807,0.76605
X.euca,541.083,0.76786
X.euca,541.359,0.76939
X.euca,541.635,0.76965
X.euca,541.911,0.77127
X.euca,542.187,0.77142
X.euca,542.463,0.77282
X.euca,542.739,0.77318
X.euca,543.015,0.77471
X.euca,543.291,0.77495
X.euca,543.567,0.77578
X.euca,543.843,0.77682
X.euca,544.119,0.77825
X.euca,544.395,0.77841
X.euca,544.671,0.77857
X.euca,544.947,0.77878
X.euca,545.223,0.78053
X.euca,545.499,0.78122
X.euca,545.775,0.78128
X.euca,546.05,0.78119
X.euca,546.326,0.78282
X.euca,546.602,0.78326
X.euca,546.878,0.78401
X.euca,547.154,0.78441
X.euca,547.43,0.78504
X.euca,547.706,0.78568
X.euca,547.982,0.78716
X.euca,548.258,0.78741
X.euca,548.534,0.78748
X.euca,548.81,0.78813
X.euca,549.085,0.78814
X.euca,549.361,0.78937
X.euca,549.637,0.78941
X.euca,549.913,0.7905
X.euca,550.189,0.79166
X.euca,550.465,0.79194
X.euca,550.741,0.79128
X.euca,551.017,0.79205
X.euca,551.292,0.79156
X.euca,551.568,0.79258
X.euca,551.844,0.79311
X.euca,552.12,0.79306
X.euca,552.396,0.79409
X.euca,552.672,0.79406
X.euca,552.948,0.79512
X.euca,553.223,0.79613
X.euca,553.499,0.79534
X.euca,553.775,0.79681
X.euca,554.051,0.79577
X.euca,554.327,0.79714
X.euca,554.603,0.79641
X.euca,554.878,0.79757
X.euca,555.154,0.79713
X.euca,555.43,0.7971
X.euca,555.706,0.79712
X.euca,555.982,0.7985
X.euca,556.258,0.79867
X.euca,556.533,0.79878
X.euca,556.809,0.79833
X.euca,557.085,0.79879
X.euca,557.361,0.79875
X.euca,557.637,0.79952
X.euca,557.912,0.80025
X.euca,558.188,0.79977
X.euca,558.464,0.80006
X.euca,558.74,0.80136
X.euca,559.016,0.79968
X.euca,559.291,0.8014
X.euca,559.567,0.80107
X.euca,559.843,0.80097
X.euca,560.119,0.80123
X.euca,560.394,0.80125
X.euca,560.67,0.80219
X.euca,560.946,0.80273
X.euca,561.222,0.80138
X.euca,561.497,0.80191
X.euca,561.773,0.8017
X.euca,562.049,0.80149
X.euca,562.325,0.80169
X.euca,562.6,0.80219
X.euca,562.876,0.80351
X.euca,563.152,0.80272
X.euca,563.428,0.80266
X.euca,563.703,0.8029
X.euca,563.979,0.80249
X.euca,564.255,0.8031
X.euca,564.531,0.80295
X.euca,564.806,0.80271
X.euca,565.082,0.80284
X.euca,565.358,0.80354
X.euca,565.633,0.80325
X.euca,565.909,0.80377
X.euca,566.185,0.80375
X.euca,566.461,0.80308
X.euca,566.736,0.80288
X.euca,567.012,0.8032
X.euca,567.288,0.80348
X.euca,567.563,0.80345
X.euca,567.839,0.80269
X.euca,568.115,0.80379
X.euca,568.39,0.80343
X.euca,568.666,0.80365
X.euca,568.942,0.8035
X.euca,569.217,0.80321
X.euca,569.493,0.80344
X.euca,569.769,0.80399
X.euca,570.044,0.80558
X.euca,570.32,0.80459
X.euca,570.596,0.80347
X.euca,570.871,0.8047
X.euca,571.147,0.80341
X.euca,571.423,0.80467
X.euca,571.698,0.80453
X.euca,571.974,0.80488
X.euca,572.25,0.80422
X.euca,572.525,0.80486
X.euca,572.801,0.80505
X.euca,573.077,0.80519
X.euca,573.352,0.80474
X.euca,573.628,0.80525
X.euca,573.903,0.80489
X.euca,574.179,0.80464
X.euca,574.455,0.80493
X.euca,574.73,0.80414
X.euca,575.006,0.80489
X.euca,575.282,0.80527
X.euca,575.557,0.80584
X.euca,575.833,0.80571
X.euca,576.108,0.80498
X.euca,576.384,0.80691
X.euca,576.66,0.80685
X.euca,576.935,0.80585
X.euca,577.211,0.80572
X.euca,577.486,0.80582
X.euca,577.762,0.80597
X.euca,578.038,0.80498
X.euca,578.313,0.80614
X.euca,578.589,0.80545
X.euca,578.864,0.80635
X.euca,579.14,0.8071
X.euca,579.415,0.80611
X.euca,579.691,0.80554
X.euca,579.966,0.80644
X.euca,580.242,0.80679
X.euca,580.518,0.80569
X.euca,580.793,0.80648
X.euca,581.069,0.80578
X.euca,581.344,0.80538
X.euca,581.62,0.80663
X.euca,581.895,0.80663
X.euca,582.171,0.80568
X.euca,582.446,0.80545
X.euca,582.722,0.80517
X.euca,582.997,0.8056
X.euca,583.273,0.80485
X.euca,583.548,0.80558
X.euca,583.824,0.80657
X.euca,584.1,0.80581
X.euca,584.375,0.80573
X.euca,584.651,0.80416
X.euca,584.926,0.80523
X.euca,585.202,0.80484
X.euca,585.477,0.80458
X.euca,585.753,0.80478
X.euca,586.028,0.80489
X.euca,586.304,0.80408
X.euca,586.579,0.80498
X.euca,586.855,0.80354
X.euca,587.13,0.80429
X.euca,587.405,0.80355
X.euca,587.681,0.80389
X.euca,587.956,0.80362
X.euca,588.232,0.80423
X.euca,588.507,0.80409
X.euca,588.783,0.80189
X.euca,589.058,0.80303
X.euca,589.334,0.80096
X.euca,589.609,0.80194
X.euca,589.885,0.80147
X.euca,590.16,0.80229
X.euca,590.436,0.80127
X.euca,590.711,0.80091
X.euca,590.986,0.80045
X.euca,591.262,0.79955
X.euca,591.537,0.79963
X.euca,591.813,0.7992
X.euca,592.088,0.79873
X.euca,592.364,0.79762
X.euca,592.639,0.79763
X.euca,592.914,0.79607
X.euca,593.19,0.79641
X.euca,593.465,0.79638
X.euca,593.741,0.79493
X.euca,594.016,0.79464
X.euca,594.291,0.79369
X.euca,594.567,0.79391
X.euca,594.842,0.79233
X.euca,595.118,0.79293
X.euca,595.393,0.79278
X.euca,595.668,0.79035
X.euca,595.944,0.78942
X.euca,596.219,0.7885
X.euca,596.495,0.7876
X.euca,596.77,0.78657
X.euca,597.045,0.78782
X.euca,597.321,0.78597
X.euca,597.596,0.78569
X.euca,597.871,0.78531
X.euca,598.147,0.78349
X.euca,598.422,0.78243
X.euca,598.698,0.78135
X.euca,598.973,0.78133
X.euca,599.248,0.77893
X.euca,599.524,0.77832
X.euca,599.799,0.77781
X.euca,600.074,0.77753
X.euca,600.35,0.77573
X.euca,600.625,0.77531
X.euca,600.9,0.77437
X.euca,601.176,0.77261
X.euca,601.451,0.77193
X.euca,601.726,0.77206
X.euca,602.002,0.76969
X.euca,602.277,0.76819
X.euca,602.552,0.76706
X.euca,602.828,0.76595
X.euca,603.103,0.76467
X.euca,603.378,0.76456
X.euca,603.653,0.76264
X.euca,603.929,0.76127
X.euca,604.204,0.76007
X.euca,604.479,0.76022
X.euca,604.755,0.75728
X.euca,605.03,0.75648
X.euca,605.305,0.75476
X.euca,605.581,0.75344
X.euca,605.856,0.75258
X.euca,606.131,0.75254
X.euca,606.406,0.75092
X.euca,606.682,0.74898
X.euca,606.957,0.74792
X.euca,607.232,0.74699
X.euca,607.507,0.7451
X.euca,607.783,0.74435
X.euca,608.058,0.7432
X.euca,608.333,0.74215
X.euca,608.608,0.7404
X.euca,608.884,0.73866
X.euca,609.159,0.73671
X.euca,609.434,0.73672
X.euca,609.709,0.7359
X.euca,609.985,0.73355
X.euca,610.26,0.7323
X.euca,610.535,0.73189
X.euca,610.81,0.7311
X.euca,611.086,0.72921
X.euca,611.361,0.72861
X.euca,611.636,0.72712
X.euca,611.911,0.72584
X.euca,612.186,0.72524
X.euca,612.462,0.72372
X.euca,612.737,0.72306
X.euca,613.012,0.72236
X.euca,613.287,0.72241
X.euca,613.562,0.7211
X.euca,613.838,0.72091
X.euca,614.113,0.71864
X.euca,614.388,0.71752
X.euca,614.663,0.71713
X.euca,614.938,0.71703
X.euca,615.214,0.71526
X.euca,615.489,0.71467
X.euca,615.764,0.71459
X.euca,616.039,0.71457
X.euca,616.314,0.71281
X.euca,616.589,0.71252
X.euca,616.865,0.71369
X.euca,617.14,0.71301
X.euca,617.415,0.71266
X.euca,617.69,0.71167
X.euca,617.965,0.71112
X.euca,618.24,0.71166
X.euca,618.516,0.71218
X.euca,618.791,0.71147
X.euca,619.066,0.71134
X.euca,619.341,0.71179
X.euca,619.616,0.71116
X.euca,619.891,0.71169
X.euca,620.166,0.71116
X.euca,620.441,0.7118
X.euca,620.717,0.71213
X.euca,620.992,0.71136
X.euca,621.267,0.71257
X.euca,621.542,0.71317
X.euca,621.817,0.7136
X.euca,622.092,0.71474
X.euca,622.367,0.71458
X.euca,622.642,0.71671
X.euca,622.917,0.71574
X.euca,623.193,0.71553
X.euca,623.468,0.71648
X.euca,623.743,0.71734
X.euca,624.018,0.71812
X.euca,624.293,0.71737
X.euca,624.568,0.71936
X.euca,624.843,0.7198
X.euca,625.118,0.72152
X.euca,625.393,0.72174
X.euca,625.668,0.72175
X.euca,625.943,0.72289
X.euca,626.218,0.72407
X.euca,626.493,0.7244
X.euca,626.768,0.72555
X.euca,627.044,0.72619
X.euca,627.319,0.72704
X.euca,627.594,0.7277
X.euca,627.869,0.72877
X.euca,628.144,0.72965
X.euca,628.419,0.73068
X.euca,628.694,0.73216
X.euca,628.969,0.73202
X.euca,629.244,0.73284
X.euca,629.519,0.73442
X.euca,629.794,0.73456
X.euca,630.069,0.73595
X.euca,630.344,0.73563
X.euca,630.619,0.73694
X.euca,630.894,0.73774
X.euca,631.169,0.7394
X.euca,631.444,0.73865
X.euca,631.719,0.73924
X.euca,631.994,0.73981
X.euca,632.269,0.74102
X.euca,632.544,0.74211
X.euca,632.819,0.74213
X.euca,633.094,0.74267
X.euca,633.369,0.74407
X.euca,633.644,0.74401
X.euca,633.919,0.74481
X.euca,634.194,0.7441
X.euca,634.469,0.74494
X.euca,634.744,0.74587
X.euca,635.019,0.74558
X.euca,635.294,0.74734
X.euca,635.569,0.74672
X.euca,635.844,0.74628
X.euca,636.119,0.74739
X.euca,636.394,0.74736
X.euca,636.669,0.74777
X.euca,636.943,0.74714
X.euca,637.218,0.74739
X.euca,637.493,0.74845
X.euca,637.768,0.74807
X.euca,638.043,0.74724
X.euca,638.318,0.74718
X.euca,638.593,0.74699
X.euca,638.868,0.74619
X.euca,639.143,0.74771
X.euca,639.418,0.74723
X.euca,639.693,0.74764
X.euca,639.968,0.74617
X.euca,640.243,0.74623
X.euca,640.518,0.7476
X.euca,640.792,0.74572
X.euca,641.067,0.74606
X.euca,641.342,0.74536
X.euca,641.617,0.74302
X.euca,641.892,0.7439
X.euca,642.167,0.74301
X.euca,642.442,0.74331
X.euca,642.717,0.74094
X.euca,642.992,0.74143
X.euca,643.266,0.74025
X.euca,643.541,0.73941
X.euca,643.816,0.73813
X.euca,644.091,0.73764
X.euca,644.366,0.73766
X.euca,644.641,0.7365
X.euca,644.916,0.73572
X.euca,645.19,0.73493
X.euca,645.465,0.73363
X.euca,645.74,0.73388
X.euca,646.015,0.73196
X.euca,646.29,0.73027
X.euca,646.565,0.72887
X.euca,646.84,0.72886
X.euca,647.114,0.72685
X.euca,647.389,0.72725
X.euca,647.664,0.7241
X.euca,647.939,0.72415
X.euca,648.214,0.72285
X.euca,648.489,0.7233
X.euca,648.763,0.71919
X.euca,649.038,0.71955
X.euca,649.313,0.71792
X.euca,649.588,0.71676
X.euca,649.863,0.71435
X.euca,650.137,0.71347
X.euca,650.412,0.7105
X.euca,650.687,0.70992
X.euca,650.962,0.70929
X.euca,651.237,0.70729
X.euca,651.511,0.70606
X.euca,651.786,0.70301
X.euca,652.061,0.70175
X.euca,652.336,0.70132
X.euca,652.611,0.6994
X.euca,652.885,0.69714
X.euca,653.16,0.69516
X.euca,653.435,0.69359
X.euca,653.71,0.69142
X.euca,653.984,0.68949
X.euca,654.259,0.68783
X.euca,654.534,0.68663
X.euca,654.809,0.68578
X.euca,655.083,0.68321
X.euca,655.358,0.68073
X.euca,655.633,0.6785
X.euca,655.908,0.67577
X.euca,656.182,0.6739
X.euca,656.457,0.67306
X.euca,656.732,0.67027
X.euca,657.007,0.66839
X.euca,657.281,0.6661
X.euca,657.556,0.66455
X.euca,657.831,0.66206
X.euca,658.105,0.66016
X.euca,658.38,0.65837
X.euca,658.655,0.65665
X.euca,658.93,0.65433
X.euca,659.204,0.65059
X.euca,659.479,0.64978
X.euca,659.754,0.64679
X.euca,660.028,0.64552
X.euca,660.303,0.64242
X.euca,660.578,0.64017
X.euca,660.852,0.63729
X.euca,661.127,0.63636
X.euca,661.402,0.635
X.euca,661.676,0.63187
X.euca,661.951,0.62946
X.euca,662.226,0.62754
X.euca,662.501,0.62603
X.euca,662.775,0.62313
X.euca,663.05,0.62115
X.euca,663.325,0.61931
X.euca,663.599,0.61674
X.euca,663.874,0.61441
X.euca,664.148,0.61336
X.euca,664.423,0.61074
X.euca,664.698,0.6098
X.euca,664.972,0.60754
X.euca,665.247,0.60531
X.euca,665.522,0.60491
X.euca,665.796,0.6016
X.euca,666.071,0.60023
X.euca,666.346,0.59913
X.euca,666.62,0.59687
X.euca,666.895,0.59554
X.euca,667.169,0.59424
X.euca,667.444,0.59277
X.euca,667.719,0.59106
X.euca,667.993,0.58951
X.euca,668.268,0.58891
X.euca,668.543,0.58708
X.euca,668.817,0.58629
X.euca,669.092,0.58503
X.euca,669.366,0.58368
X.euca,669.641,0.58205
X.euca,669.915,0.5832
X.euca,670.19,0.58128
X.euca,670.465,0.58077
X.euca,670.739,0.58074
X.euca,671.014,0.57965
X.euca,671.288,0.58075
X.euca,671.563,0.5791
X.euca,671.838,0.57924
X.euca,672.112,0.57827
X.euca,672.387,0.57786
X.euca,672.661,0.57842
X.euca,672.936,0.57844
X.euca,673.21,0.57843
X.euca,673.485,0.57873
X.euca,673.759,0.57933
X.euca,674.034,0.57965
X.euca,674.309,0.57973
X.euca,674.583,0.58242
X.euca,674.858,0.58363
X.euca,675.132,0.58379
X.euca,675.407,0.58454
X.euca,675.681,0.58647
X.euca,675.956,0.58692
X.euca,676.23,0.58853
X.euca,676.505,0.58916
X.euca,676.779,0.5912
X.euca,677.054,0.59245
X.euca,677.328,0.59514
X.euca,677.603,0.59618
X.euca,677.877,0.59819
X.euca,678.152,0.60161
X.euca,678.426,0.6031
X.euca,678.701,0.60612
X.euca,678.975,0.60799
X.euca,679.25,0.61184
X.euca,679.524,0.61463
X.euca,679.799,0.61662
X.euca,680.073,0.61906
X.euca,680.348,0.62296
X.euca,680.622,0.62486
X.euca,680.897,0.62986
X.euca,681.171,0.63355
X.euca,681.446,0.63672
X.euca,681.72,0.63976
X.euca,681.995,0.64443
X.euca,682.269,0.64755
X.euca,682.543,0.65196
X.euca,682.818,0.65542
X.euca,683.092,0.65964
X.euca,683.367,0.66438
X.euca,683.641,0.66805
X.euca,683.916,0.6725
X.euca,684.19,0.67534
X.euca,684.465,0.67961
X.euca,684.739,0.68432
X.euca,685.013,0.68851
X.euca,685.288,0.69266
X.euca,685.562,0.69866
X.euca,685.837,0.70184
X.euca,686.111,0.70638
X.euca,686.386,0.71109
X.euca,686.66,0.71506
X.euca,686.934,0.71953
X.euca,687.209,0.72411
X.euca,687.483,0.72983
X.euca,687.758,0.73253
X.euca,688.032,0.73793
X.euca,688.306,0.7417
X.euca,688.581,0.74817
X.euca,688.855,0.7517
X.euca,689.129,0.7565
X.euca,689.404,0.75972
X.euca,689.678,0.76512
X.euca,689.953,0.76977
X.euca,690.227,0.77298
X.euca,690.501,0.77774
X.euca,690.776,0.78277
X.euca,691.05,0.78711
X.euca,691.324,0.79037
X.euca,691.599,0.7948
X.euca,691.873,0.79958
X.euca,692.147,0.80325
X.euca,692.422,0.80636
X.euca,692.696,0.81099
X.euca,692.971,0.81536
X.euca,693.245,0.81947
X.euca,693.519,0.82212
X.euca,693.794,0.82712
X.euca,694.068,0.8296
X.euca,694.342,0.83477
X.euca,694.617,0.83743
X.euca,694.891,0.84133
X.euca,695.165,0.84617
X.euca,695.439,0.84883
X.euca,695.714,0.85093
X.euca,695.988,0.85324
X.euca,696.262,0.85973
X.euca,696.537,0.86167
X.euca,696.811,0.86542
X.euca,697.085,0.86629
X.euca,697.36,0.87102
X.euca,697.634,0.87162
X.euca,697.908,0.87674
X.euca,698.182,0.87865
X.euca,698.457,0.88188
X.euca,698.731,0.88428
X.euca,699.005,0.88611
X.euca,699.28,0.88903
X.euca,699.554,0.8927
X.euca,699.828,0.8934
X.euca,700.102,0.89732
X.euca,700.377,0.89895
X.euca,700.651,0.90099
X.euca,700.925,0.90458
X.euca,701.199,0.90623
X.euca,701.474,0.90873
X.euca,701.748,0.91052
X.euca,702.022,0.9126
X.euca,702.296,0.91392
X.euca,702.571,0.91688
X.euca,702.845,0.92022
X.euca,703.119,0.91949
X.euca,703.393,0.92134
X.euca,703.668,0.92441
X.euca,703.942,0.92556
X.euca,704.216,0.92707
X.euca,704.49,0.92821
X.euca,704.764,0.92897
X.euca,705.039,0.93078
X.euca,705.313,0.93369
X.euca,705.587,0.93376
X.euca,705.861,0.93559
X.euca,706.135,0.93657
X.euca,706.41,0.93893
X.euca,706.684,0.93883
X.euca,706.958,0.94177
X.euca,707.232,0.94304
X.euca,707.506,0.94324
X.euca,707.781,0.94441
X.euca,708.055,0.94467
X.euca,708.329,0.94674
X.euca,708.603,0.94853
X.euca,708.877,0.94909
X.euca,709.151,0.95072
X.euca,709.426,0.95173
X.euca,709.7,0.95248
X.euca,709.974,0.95472
X.euca,710.248,0.95479
X.euca,710.522,0.95525
X.euca,710.796,0.95568
X.euca,711.071,0.95784
X.euca,711.345,0.95812
X.euca,711.619,0.96011
X.euca,711.893,0.95922
X.euca,712.167,0.96152
X.euca,712.441,0.96012
X.euca,712.715,0.96198
X.euca,712.989,0.96191
X.euca,713.264,0.96226
X.euca,713.538,0.96325
X.euca,713.812,0.96435
X.euca,714.086,0.96661
X.euca,714.36,0.96513
X.euca,714.634,0.96615
X.euca,714.908,0.96726
X.euca,715.182,0.96793
X.euca,715.456,0.96843
X.euca,715.731,0.96842
X.euca,716.005,0.97086
X.euca,716.279,0.97137
X.euca,716.553,0.97041
X.euca,716.827,0.97179
X.euca,717.101,0.97156
X.euca,717.375,0.97194
X.euca,717.649,0.97239
X.euca,717.923,0.97364
X.euca,718.197,0.97376
X.euca,718.471,0.97485
X.euca,718.745,0.97539
X.euca,719.019,0.97396
X.euca,719.294,0.97459
X.euca,719.568,0.97558
X.euca,719.842,0.97434
X.euca,720.116,0.97506
X.euca,720.39,0.97567
X.euca,720.664,0.97741
X.euca,720.938,0.97654
X.euca,721.212,0.97738
X.euca,721.486,0.97683
X.euca,721.76,0.97802
X.euca,722.034,0.97741
X.euca,722.308,0.97899
X.euca,722.582,0.97893
X.euca,722.856,0.97818
X.euca,723.13,0.97941
X.euca,723.404,0.97983
X.euca,723.678,0.98044
X.euca,723.952,0.98053
X.euca,724.226,0.98095
X.euca,724.5,0.98139
X.euca,724.774,0.98152
X.euca,725.048,0.98124
X.euca,725.322,0.97958
X.euca,725.596,0.98211
X.euca,725.87,0.98114
X.euca,726.144,0.98212
X.euca,726.418,0.98202
X.euca,726.692,0.98264
X.euca,726.966,0.98178
X.euca,727.24,0.9839
X.euca,727.514,0.98165
X.euca,727.788,0.98391
X.euca,728.062,0.98327
X.euca,728.336,0.98317
X.euca,728.61,0.98431
X.euca,728.884,0.98471
X.euca,729.158,0.9843
X.euca,729.432,0.98403
X.euca,729.706,0.98488
X.euca,729.979,0.9849
X.euca,730.253,0.98434
X.euca,730.527,0.98581
X.euca,730.801,0.98465
X.euca,731.075,0.98518
X.euca,731.349,0.98441
X.euca,731.623,0.9844
X.euca,731.897,0.98443
X.euca,732.171,0.9851
X.euca,732.445,0.98483
X.euca,732.719,0.98568
X.euca,732.993,0.98409
X.euca,733.267,0.98487
X.euca,733.54,0.98614
X.euca,733.814,0.98636
X.euca,734.088,0.98575
X.euca,734.362,0.98547
X.euca,734.636,0.98583
X.euca,734.91,0.98736
X.euca,735.184,0.98673
X.euca,735.458,0.98672
X.euca,735.732,0.98805
X.euca,736.005,0.98796
X.euca,736.279,0.98759
X.euca,736.553,0.98682
X.euca,736.827,0.98697
X.euca,737.101,0.98519
X.euca,737.375,0.98695
X.euca,737.649,0.98744
X.euca,737.922,0.98656
X.euca,738.196,0.98776
X.euca,738.47,0.98838
X.euca,738.744,0.98826
X.euca,739.018,0.98745
X.euca,739.292,0.98766
X.euca,739.566,0.98856
X.euca,739.839,0.98756
X.euca,740.113,0.98687
X.euca,740.387,0.98763
X.euca,740.661,0.9876
X.euca,740.935,0.98908
X.euca,741.209,0.98862
X.euca,741.482,0.98718
X.euca,741.756,0.98769
X.euca,742.03,0.98797
X.euca,742.304,0.98814
X.euca,742.578,0.98955
X.euca,742.851,0.98774
X.euca,743.125,0.9894
X.euca,743.399,0.98916
X.euca,743.673,0.98955
X.euca,743.947,0.98824
X.euca,744.22,0.98919
X.euca,744.494,0.98738
X.euca,744.768,0.98844
X.euca,745.042,0.98925
X.euca,745.315,0.98881
X.euca,745.589,0.98829
X.euca,745.863,0.9881
X.euca,746.137,0.98865
X.euca,746.411,0.99038
X.euca,746.684,0.98997
X.euca,746.958,0.98916
X.euca,747.232,0.98871
X.euca,747.506,0.98741
X.euca,747.779,0.9879
X.euca,748.053,0.98833
X.euca,748.327,0.9888
X.euca,748.601,0.99038
X.euca,748.874,0.98989
X.euca,749.148,0.98928
X.euca,749.422,0.99001
X.euca,749.695,0.99018
X.euca,749.969,0.99
X.euca,750.243,0.99039
X.euca,750.517,0.98924
X.euca,750.79,0.98872
X.euca,751.064,0.9886
X.euca,751.338,0.99021
X.euca,751.611,0.9886
X.euca,751.885,0.99031
X.euca,752.159,0.98975
X.euca,752.433,0.98922
X.euca,752.706,0.99026
X.euca,752.98,0.98961
X.euca,753.254,0.99021
X.euca,753.527,0.98983
X.euca,753.801,0.99031
X.euca,754.075,0.99149
X.euca,754.348,0.98978
X.euca,754.622,0.98933
X.euca,754.896,0.99097
X.euca,755.169,0.99017
X.euca,755.443,0.99056
X.euca,755.717,0.99004
X.euca,755.99,0.98957
X.euca,756.264,0.98929
X.euca,756.538,0.99118
X.euca,756.811,0.99237
X.euca,757.085,0.9906
X.euca,757.359,0.98951
X.euca,757.632,0.98876
X.euca,757.906,0.9887
X.euca,758.18,0.98944
X.euca,758.453,0.9891
X.euca,758.727,0.99035
X.euca,759,0.99129
X.euca,759.274,0.9914
X.euca,759.548,0.99117
X.euca,759.821,0.98983
X.euca,760.095,0.9896
X.euca,760.369,0.99082
X.euca,760.642,0.99121
X.euca,760.916,0.99112
X.euca,761.189,0.98913
X.euca,761.463,0.99088
X.euca,761.737,0.9902
X.euca,762.01,0.99096
X.euca,762.284,0.98914
X.euca,762.557,0.98983
X.euca,762.831,0.9895
X.euca,763.105,0.98914
X.euca,763.378,0.99162
X.euca,763.652,0.98862
X.euca,763.925,0.98833
X.euca,764.199,0.9897
X.euca,764.472,0.98962
X.euca,764.746,0.98923
X.euca,765.02,0.9888
X.euca,765.293,0.98737
X.euca,765.567,0.9891
X.euca,765.84,0.99088
X.euca,766.114,0.98807
X.euca,766.387,0.98939
X.euca,766.661,0.98959
X.euca,766.934,0.98816
X.euca,767.208,0.98918
X.euca,767.481,0.98877
X.euca,767.755,0.99026
X.euca,768.029,0.99063
X.euca,768.302,0.98977
X.euca,768.576,0.98904
X.euca,768.849,0.98887
X.euca,769.123,0.99003
X.euca,769.396,0.98982
X.euca,769.67,0.99079
X.euca,769.943,0.98808
X.euca,770.217,0.99038
X.euca,770.49,0.98876
X.euca,770.764,0.9888
